Branch_ID,Region,Date,Cash_Deposits,Cash_Withdrawals,Opening_Balance,Closing_Balance,Cash_Shortage_Flag
B39,North,2025-03-18,382597.0,129941.0,323351.0,576007,0
B4,West,2025-03-19,154135.0,298121.0,501129.0,357143,0
B6,South,2025-03-20,469048.0,51826.0,728058.0,1145280,0
B45,South,2025-03-21,420608.0,184962.0,253811.0,489457,0
B32,East,2025-03-22,267314.0,384572.0,466145.0,348887,0
B30,West,2025-03-23,63682.0,166044.0,785136.0,682774,0
B47,West,2025-03-24,204455.0,229103.0,252635.0,227987,0
B35,South,2025-03-25,370304.0,377164.0,220946.0,214086,0
B40,South,2025-03-26,,45495.0,553247.0,782156,0
B16,West,2025-03-27,335810.0,68481.0,685260.0,952589,0
B13,North,2025-03-28,370961.0,182339.0,,506351,0
B50,West,2025-03-29,141198.0,420041.0,485815.0,206972,0
B42,West,2025-03-30,477858.0,276774.0,650491.0,851575,0
B30,South,2025-03-31,91830.0,177815.0,628734.0,542749,0
B19,South,2025-04-01,,143475.0,519957.0,436716,0
B17,North,2025-04-02,107616.0,219845.0,296748.0,184519,0
B19,North,2025-04-03,321365.0,359186.0,600022.0,562201,0
B28,East,2025-04-04,,89476.0,326865.0,429871,0
B26,West,2025-04-05,261127.0,263177.0,545695.0,543645,0
B37,South,2025-04-06,242485.0,330696.0,501364.0,413153,0
B26,North,2025-04-07,51051.0,236314.0,,294039,0
B23,East,2025-04-08,422673.0,200020.0,786864.0,1009517,0
B9,East,2025-04-09,126918.0,247383.0,355260.0,234795,0
B12,South,2025-04-10,128116.0,109093.0,423687.0,442710,0
B1,South,2025-04-11,434370.0,109123.0,,846221,0
B1,East,2025-04-12,499779.0,56535.0,212419.0,655663,0
B47,North,2025-04-13,278931.0,368634.0,757985.0,668282,0
B34,East,2025-04-14,356901.0,86562.0,547076.0,817415,0
B32,West,2025-04-15,433152.0,421186.0,581856.0,593822,0
B48,West,2025-04-16,,296323.0,697784.0,660008,0
B25,South,2025-04-17,494473.0,391224.0,584793.0,688042,0
B40,North,2025-04-18,276572.0,298916.0,473280.0,450936,0
B45,North,2025-04-19,181379.0,229607.0,362357.0,314129,0
B1,West,2025-04-20,106889.0,270063.0,323168.0,159994,0
B16,East,2025-04-21,276256.0,81269.0,259155.0,454142,0
B39,South,2025-04-22,348088.0,120674.0,216911.0,444325,0
B5,East,2025-04-23,411699.0,344606.0,725204.0,792297,0
B22,East,2025-04-24,88134.0,436343.0,662326.0,314117,0
B29,East,2025-04-25,470539.0,325291.0,479934.0,625182,0
B3,North,2025-04-26,252834.0,117095.0,676377.0,812116,0
B12,West,2025-04-27,277579.0,284172.0,598422.0,591829,0
B26,North,2025-04-28,75954.0,240003.0,321937.0,157888,0
B16,West,2025-04-29,236093.0,130925.0,285053.0,390221,0
B37,South,2025-04-30,402103.0,106381.0,512094.0,807816,0
B22,South,2025-05-01,276999.0,139468.0,578355.0,715886,0
B29,East,2025-05-02,260938.0,282330.0,499840.0,478448,0
B14,West,2025-05-03,,365893.0,674857.0,560463,0
B28,West,2025-05-04,317136.0,53731.0,517545.0,780950,0
B5,West,2025-05-05,,426791.0,397298.0,22468,1
B47,East,2025-05-06,62497.0,91024.0,749391.0,720864,0
B49,East,2025-05-07,475767.0,156712.0,627479.0,946534,0
B30,South,2025-05-08,306446.0,141121.0,669837.0,835162,0
B46,North,2025-05-09,498971.0,305976.0,512188.0,705183,0
B5,West,2025-05-10,325399.0,72332.0,782018.0,1035085,0
B12,West,2025-05-11,185639.0,52467.0,225825.0,358997,0
B16,North,2025-05-12,360991.0,81025.0,697393.0,977359,0
B26,West,2025-05-13,285889.0,184179.0,237271.0,338981,0
B26,East,2025-05-14,229075.0,117994.0,277256.0,388337,0
B48,East,2025-05-15,70389.0,134202.0,639948.0,576135,0
B21,West,2025-05-16,,83481.0,266433.0,408547,0
B39,East,2025-05-17,435946.0,435797.0,301999.0,302148,0
B36,East,2025-05-18,373720.0,115118.0,,1006462,0
B33,West,2025-05-19,356063.0,426154.0,762834.0,692743,0
B30,South,2025-05-20,263175.0,163714.0,646880.0,746341,0
B37,North,2025-05-21,53358.0,441634.0,,287275,0
B23,East,2025-05-22,400679.0,264699.0,721727.0,857707,0
B10,South,2025-05-23,302557.0,200185.0,236948.0,339320,0
B5,East,2025-05-24,257596.0,124363.0,553351.0,686584,0
B36,East,2025-05-25,304488.0,425751.0,684137.0,562874,0
B34,North,2025-05-26,155982.0,365188.0,746312.0,537106,0
B31,East,2025-05-27,278129.0,,433746.0,460848,0
B10,North,2025-05-28,317842.0,313958.0,611373.0,615257,0
B19,North,2025-05-29,378953.0,401484.0,695336.0,672805,0
B32,North,2025-05-30,143079.0,312168.0,550697.0,381608,0
B1,South,2025-05-31,105805.0,234360.0,431749.0,303194,0
B5,West,2025-06-01,212421.0,411380.0,431773.0,232814,0
B45,South,2025-06-02,257849.0,97836.0,540354.0,700367,0
B4,West,2025-06-03,493464.0,309579.0,374166.0,558051,0
B16,West,2025-06-04,387177.0,295095.0,702066.0,794148,0
B24,North,2025-06-05,288483.0,372745.0,597751.0,513489,0
B16,East,2025-06-06,410383.0,301176.0,649251.0,758458,0
B2,North,2025-06-07,442551.0,423015.0,716031.0,735567,0
B49,East,2025-06-08,94041.0,,247367.0,51691,1
B28,West,2025-06-09,344098.0,174479.0,653028.0,822647,0
B32,North,2025-06-10,320146.0,401087.0,784172.0,703231,0
B27,East,2025-06-11,381927.0,72940.0,659384.0,968371,0
B20,South,2025-06-12,157524.0,45666.0,607962.0,719820,0
B24,East,2025-06-13,268306.0,339266.0,564716.0,493756,0
B12,North,2025-06-14,437001.0,420791.0,777539.0,793749,0
B50,South,2025-06-15,69738.0,196164.0,284821.0,158395,0
B35,East,2025-06-16,322847.0,431897.0,,335647,0
B33,East,2025-06-17,163776.0,425546.0,210207.0,-51563,1
B33,East,2025-06-18,230494.0,246717.0,227757.0,211534,0
B43,East,2025-06-19,242971.0,403334.0,654623.0,494260,0
B37,East,2025-06-20,455608.0,402612.0,462070.0,515066,0
B12,South,2025-06-21,,431351.0,241340.0,166857,0
B3,West,2025-06-22,,,442955.0,720893,0
B1,South,2025-06-23,327785.0,76713.0,799608.0,1050680,0
B33,South,2025-06-24,391678.0,345313.0,564709.0,611074,0
B40,South,2025-06-25,318449.0,244354.0,628373.0,702468,0
B10,West,2025-06-26,279334.0,117511.0,482081.0,643904,0
B43,North,2025-06-27,330926.0,342666.0,473363.0,461623,0
B44,West,2025-06-28,,252204.0,209399.0,347596,0
B29,South,2025-06-29,286371.0,290694.0,431615.0,427292,0
B13,East,2025-06-30,127963.0,289836.0,337852.0,175979,0
B12,East,2025-07-01,171987.0,274561.0,489194.0,386620,0
B31,South,2025-07-02,201638.0,,797839.0,597936,0
B46,East,2025-07-03,174591.0,43880.0,530810.0,661521,0
B2,South,2025-07-04,117766.0,83539.0,253010.0,287237,0
B50,East,2025-07-05,56511.0,280056.0,432084.0,208539,0
B35,West,2025-07-06,164816.0,259057.0,762453.0,668212,0
B23,North,2025-07-07,299432.0,54799.0,473672.0,718305,0
B17,North,2025-07-08,469393.0,144843.0,380680.0,705230,0
B26,West,2025-07-09,316909.0,88784.0,599130.0,827255,0
B8,West,2025-07-10,201426.0,153034.0,761424.0,809816,0
B29,South,2025-07-11,336073.0,240598.0,548152.0,643627,0
B26,South,2025-07-12,209892.0,94362.0,736364.0,851894,0
B10,South,2025-07-13,161576.0,93997.0,774586.0,842165,0
B26,East,2025-07-14,472739.0,221413.0,269835.0,521161,0
B34,South,2025-07-15,121088.0,404543.0,722757.0,439302,0
B41,West,2025-07-16,127525.0,316693.0,454394.0,265226,0
B7,North,2025-07-17,63780.0,359064.0,519055.0,223771,0
B4,East,2025-07-18,318733.0,256398.0,303088.0,365423,0
B50,South,2025-07-19,478028.0,300464.0,739473.0,917037,0
B45,East,2025-07-20,405808.0,197255.0,774901.0,983454,0
B11,East,2025-07-21,489155.0,396004.0,364999.0,458150,0
B29,South,2025-07-22,494709.0,64624.0,462530.0,892615,0
B36,East,2025-07-23,154188.0,233587.0,685369.0,605970,0
B25,North,2025-07-24,143326.0,274784.0,665944.0,534486,0
B21,West,2025-07-25,353097.0,,492164.0,758556,0
B36,West,2025-07-26,115785.0,129326.0,766966.0,753425,0
B10,North,2025-07-27,69309.0,362534.0,417767.0,124542,0
B37,East,2025-07-28,104195.0,108369.0,261394.0,257220,0
B9,South,2025-07-29,75901.0,241893.0,387486.0,221494,0
B24,East,2025-07-30,204648.0,311733.0,,673121,0
B35,North,2025-07-31,474724.0,153012.0,684497.0,1006209,0
B49,East,2025-08-01,75464.0,447332.0,442556.0,70688,1
B35,West,2025-08-02,328404.0,375325.0,577784.0,530863,0
B48,East,2025-08-03,174997.0,215858.0,566590.0,525729,0
B36,North,2025-08-04,347584.0,265758.0,369807.0,451633,0
B18,West,2025-08-05,407226.0,163711.0,294702.0,538217,0
B49,East,2025-08-06,417727.0,116425.0,305509.0,606811,0
B39,East,2025-08-07,106683.0,55994.0,555752.0,606441,0
B32,West,2025-08-08,436350.0,151915.0,314310.0,598745,0
B24,South,2025-08-09,222502.0,425105.0,758910.0,556307,0
B23,West,2025-08-10,445203.0,144672.0,309935.0,610466,0
B32,South,2025-08-11,206177.0,328783.0,460440.0,337834,0
B37,North,2025-08-12,128484.0,319349.0,317919.0,127054,0
B12,North,2025-08-13,299819.0,358821.0,269519.0,210517,0
B49,West,2025-08-14,456242.0,72930.0,698204.0,1081516,0
B13,West,2025-08-15,380453.0,113313.0,456587.0,723727,0
B23,North,2025-08-16,358071.0,264923.0,348112.0,441260,0
B25,South,2025-08-17,256486.0,153153.0,244772.0,348105,0
B35,North,2025-08-18,355090.0,320460.0,322431.0,357061,0
B41,West,2025-08-19,438647.0,272911.0,394904.0,560640,0
B30,North,2025-08-20,499777.0,136058.0,358988.0,722707,0
B17,West,2025-08-21,191449.0,127876.0,714743.0,778316,0
B49,West,2025-08-22,103592.0,125366.0,239080.0,217306,0
B20,North,2025-08-23,188419.0,53403.0,306242.0,441258,0
B48,South,2025-08-24,345920.0,382196.0,714080.0,677804,0
B25,East,2025-08-25,446999.0,288550.0,,387497,0
B22,North,2025-08-26,105798.0,301420.0,516855.0,321233,0
B13,East,2025-08-27,185370.0,375639.0,367403.0,177134,0
B19,North,2025-08-28,382348.0,203004.0,456392.0,635736,0
B49,East,2025-08-29,398351.0,398234.0,220968.0,221085,0
B36,South,2025-08-30,412500.0,338845.0,647185.0,720840,0
B12,South,2025-08-31,498377.0,436601.0,434417.0,496193,0
B41,North,2025-09-01,372796.0,292396.0,735580.0,815980,0
B19,West,2025-09-02,477700.0,97241.0,541603.0,922062,0
B12,East,2025-09-03,441716.0,181439.0,793453.0,1053730,0
B9,West,2025-09-04,293767.0,105030.0,693197.0,881934,0
B7,West,2025-09-05,70922.0,217577.0,353329.0,206674,0
B28,West,2025-09-06,477244.0,204404.0,300588.0,573428,0
B14,South,2025-09-07,463532.0,247397.0,565500.0,781635,0
B31,North,2025-09-08,389140.0,145185.0,724186.0,968141,0
B19,North,2025-09-09,460184.0,76404.0,513816.0,897596,0
B47,South,2025-09-10,342410.0,95182.0,712552.0,959780,0
B16,South,2025-09-11,276817.0,335135.0,484257.0,425939,0
B5,North,2025-09-12,467216.0,144601.0,,785453,0
B35,West,2025-09-13,457227.0,218735.0,215588.0,454080,0
B12,East,2025-09-14,52866.0,368030.0,657301.0,342137,0
B25,East,2025-09-15,162669.0,162002.0,445456.0,446123,0
B21,East,2025-09-16,318042.0,385992.0,264373.0,196423,0
B36,West,2025-09-17,330539.0,359836.0,730992.0,701695,0
B23,North,2025-09-18,220091.0,265461.0,240136.0,194766,0
B16,South,2025-09-19,316150.0,339644.0,791795.0,768301,0
B39,North,2025-09-20,215465.0,335929.0,247361.0,126897,0
B45,West,2025-09-21,323100.0,124146.0,342513.0,541467,0
B42,South,2025-09-22,493258.0,87997.0,581050.0,986311,0
B39,West,2025-09-23,449294.0,47170.0,214677.0,616801,0
B14,East,2025-09-24,472847.0,184375.0,464012.0,752484,0
B31,East,2025-09-25,407820.0,373887.0,529408.0,563341,0
B5,West,2025-09-26,171724.0,75187.0,797456.0,893993,0
B35,South,2025-09-27,112901.0,236106.0,271939.0,148734,0
B23,South,2025-09-28,419371.0,172965.0,477876.0,724282,0
B29,North,2025-09-29,250569.0,184825.0,611742.0,677486,0
B43,East,2025-09-30,167192.0,78090.0,560701.0,649803,0
B11,North,2025-10-01,222646.0,361556.0,335174.0,196264,0
B18,North,2025-10-02,343561.0,293478.0,,745145,0
B47,West,2025-10-03,400164.0,358174.0,743447.0,785437,0
B12,West,2025-10-04,395783.0,57509.0,322366.0,660640,0
B9,North,2025-10-05,144881.0,108653.0,396164.0,432392,0
B10,East,2025-10-06,292934.0,208001.0,690576.0,775509,0
B44,West,2025-10-07,482670.0,431770.0,592776.0,643676,0
B17,North,2025-10-08,182659.0,306186.0,539205.0,415678,0
B38,North,2025-10-09,171688.0,233646.0,556440.0,494482,0
B7,North,2025-10-10,165584.0,339345.0,585289.0,411528,0
B46,North,2025-10-11,235782.0,263354.0,706767.0,679195,0
B13,North,2025-10-12,398711.0,54016.0,734820.0,1079515,0
B40,North,2025-10-13,272820.0,327166.0,410126.0,355780,0
B42,West,2025-10-14,388030.0,272034.0,416351.0,532347,0
B9,East,2025-10-15,462032.0,67938.0,,922778,0
B50,North,2025-10-16,266896.0,214750.0,303021.0,355167,0
B27,South,2025-10-17,341576.0,420315.0,200209.0,121470,0
B2,West,2025-10-18,229689.0,300710.0,422071.0,351050,0
B5,West,2025-10-19,384517.0,272320.0,405214.0,517411,0
B29,North,2025-10-20,215289.0,363864.0,,161345,0
B37,West,2025-10-21,333028.0,407658.0,590300.0,515670,0
B38,North,2025-10-22,317598.0,227877.0,561732.0,651453,0
B19,East,2025-10-23,124960.0,173058.0,530828.0,482730,0
B8,East,2025-10-24,152421.0,116478.0,430144.0,466087,0
B48,West,2025-10-25,288245.0,445377.0,467751.0,310619,0
B45,West,2025-10-26,93618.0,167101.0,416194.0,342711,0
B1,South,2025-10-27,97111.0,396843.0,556930.0,257198,0
B22,West,2025-10-28,482829.0,231996.0,588550.0,839383,0
B17,South,2025-10-29,266750.0,401417.0,383011.0,248344,0
B7,East,2025-10-30,170592.0,245380.0,651598.0,576810,0
B25,East,2025-10-31,284000.0,,207399.0,219199,0
B45,North,2025-11-01,305989.0,103745.0,714242.0,916486,0
B4,East,2025-11-02,372137.0,172283.0,298662.0,498516,0
B36,South,2025-11-03,178652.0,433445.0,495761.0,240968,0
B6,West,2025-11-04,452064.0,421116.0,573221.0,604169,0
B31,North,2025-11-05,128672.0,447561.0,593545.0,274656,0
B19,South,2025-11-06,300351.0,141489.0,500763.0,659625,0
B44,West,2025-11-07,378269.0,,207032.0,513482,0
B39,North,2025-11-08,267516.0,87779.0,500178.0,679915,0
B27,East,2025-11-09,429653.0,253493.0,715882.0,892042,0
B10,South,2025-11-10,111602.0,394388.0,,496766,0
B26,West,2025-11-11,253117.0,105584.0,247850.0,395383,0
B19,North,2025-11-12,287069.0,186245.0,729010.0,829834,0
B39,North,2025-11-13,92222.0,288815.0,479916.0,283323,0
B3,East,2025-11-14,361367.0,360176.0,548249.0,549440,0
B45,West,2025-11-15,291084.0,417218.0,634895.0,508761,0
B13,East,2025-11-16,292318.0,401417.0,204576.0,95477,1
B50,East,2025-11-17,115333.0,330180.0,561548.0,346701,0
B28,West,2025-11-18,233804.0,294957.0,634848.0,573695,0
B20,West,2025-11-19,434794.0,111356.0,765764.0,1089202,0
B28,West,2025-11-20,99420.0,185364.0,448292.0,362348,0
B8,South,2025-11-21,125504.0,43052.0,623501.0,705953,0
B41,West,2025-11-22,52462.0,346521.0,613270.0,319211,0
B39,North,2025-11-23,321604.0,238910.0,,562003,0
B1,East,2025-11-24,149319.0,369963.0,214439.0,-6205,1
B3,South,2025-11-25,306674.0,415833.0,580355.0,471196,0
B13,West,2025-11-26,190347.0,186692.0,768806.0,772461,0
B28,South,2025-11-27,194341.0,70461.0,419123.0,543003,0
B49,West,2025-11-28,179593.0,322894.0,751250.0,607949,0
B25,South,2025-11-29,172672.0,49472.0,499907.0,623107,0
B33,East,2025-11-30,385064.0,371407.0,316189.0,329846,0
B38,East,2025-12-01,334697.0,152036.0,,492951,0
B6,North,2025-12-02,467582.0,228674.0,323980.0,562888,0
B44,North,2025-12-03,94036.0,327667.0,427021.0,193390,0
B45,West,2025-12-04,198441.0,201838.0,242299.0,238902,0
B32,East,2025-12-05,192867.0,405406.0,231541.0,19002,1
B45,South,2025-12-06,120021.0,106060.0,535689.0,549650,0
B47,South,2025-12-07,419349.0,311223.0,675759.0,783885,0
B21,South,2025-12-08,211215.0,179471.0,329188.0,360932,0
B16,North,2025-12-09,472641.0,362870.0,408150.0,517921,0
B21,South,2025-12-10,400353.0,395050.0,676186.0,681489,0
B11,North,2025-12-11,387283.0,318676.0,419073.0,487680,0
B37,North,2025-12-12,286304.0,424833.0,680620.0,542091,0
B36,West,2025-12-13,55368.0,83162.0,744444.0,716650,0
B35,South,2025-12-14,185693.0,436965.0,643697.0,392425,0
B19,South,2025-12-15,108829.0,313497.0,273631.0,68963,1
B20,East,2025-12-16,441180.0,152313.0,793775.0,1082642,0
B18,West,2025-12-17,326863.0,68477.0,685825.0,944211,0
B47,East,2025-12-18,79227.0,195642.0,,393384,0
B41,West,2025-12-19,159430.0,126373.0,627557.0,660614,0
B49,South,2025-12-20,450782.0,444653.0,251786.0,257915,0
B14,North,2025-12-21,62306.0,209176.0,268304.0,121434,0
B15,North,2025-12-22,103822.0,234442.0,565750.0,435130,0
B31,North,2025-12-23,74042.0,44551.0,377586.0,407077,0
B1,North,2025-12-24,458302.0,108359.0,627195.0,977138,0
B3,North,2025-12-25,198459.0,183988.0,,698574,0
B16,East,2025-12-26,470258.0,166150.0,255107.0,559215,0
B23,West,2025-12-27,139424.0,212517.0,722058.0,648965,0
B11,South,2025-12-28,232690.0,349780.0,445191.0,328101,0
B12,East,2025-12-29,273122.0,331829.0,550041.0,491334,0
B10,West,2025-12-30,199395.0,353278.0,272577.0,118694,0
B32,North,2025-12-31,,391060.0,604062.0,281021,0
B16,West,2026-01-01,387570.0,147967.0,460933.0,700536,0
B8,West,2026-01-02,90863.0,134455.0,482068.0,438476,0
B38,North,2026-01-03,,298835.0,573337.0,435525,0
B12,North,2026-01-04,191355.0,215405.0,201095.0,177045,0
B24,North,2026-01-05,,279646.0,566349.0,748198,0
B28,South,2026-01-06,359143.0,229937.0,738411.0,867617,0
B8,North,2026-01-07,112780.0,351900.0,686884.0,447764,0
B28,South,2026-01-08,335052.0,,688409.0,598454,0
B36,North,2026-01-09,242656.0,101192.0,251999.0,393463,0
B26,South,2026-01-10,438422.0,231758.0,480488.0,687152,0
B8,West,2026-01-11,425146.0,350877.0,761944.0,836213,0
B50,East,2026-01-12,493441.0,275161.0,401587.0,619867,0
B28,West,2026-01-13,219024.0,328137.0,463356.0,354243,0
B28,West,2026-01-14,,201564.0,340073.0,289215,0
B37,North,2026-01-15,218735.0,192053.0,278784.0,305466,0
B41,South,2026-01-16,172019.0,326287.0,543288.0,389020,0
B36,East,2026-01-17,421852.0,231349.0,755656.0,946159,0
B27,North,2026-01-18,242453.0,147044.0,261160.0,356569,0
B17,North,2026-01-19,229001.0,221062.0,472859.0,480798,0
B9,North,2026-01-20,321487.0,,674917.0,827998,0
B33,West,2026-01-21,388317.0,109351.0,,1062038,0
B20,South,2026-01-22,150260.0,221071.0,591337.0,520526,0
B13,South,2026-01-23,220863.0,274085.0,561788.0,508566,0
B28,East,2026-01-24,210206.0,273883.0,226797.0,163120,0
B48,South,2026-01-25,228173.0,110309.0,509717.0,627581,0
B29,South,2026-01-26,119443.0,445662.0,,412849,0
B13,North,2026-01-27,280183.0,201805.0,762193.0,840571,0
B46,North,2026-01-28,369674.0,159156.0,757647.0,968165,0
B35,West,2026-01-29,490015.0,378144.0,528206.0,640077,0
B6,North,2026-01-30,185899.0,61576.0,797679.0,922002,0
B18,North,2026-01-31,146143.0,43320.0,505607.0,608430,0
B5,North,2026-02-01,243725.0,181822.0,,361499,0
B47,North,2026-02-02,194771.0,143002.0,208625.0,260394,0
B25,West,2026-02-03,426671.0,224535.0,501343.0,703479,0
B2,North,2026-02-04,298044.0,66572.0,582869.0,814341,0
B10,East,2026-02-05,186385.0,320092.0,609142.0,475435,0
B30,East,2026-02-06,194670.0,156528.0,493362.0,531504,0
B50,East,2026-02-07,161362.0,209898.0,554060.0,505524,0
B45,East,2026-02-08,296517.0,129051.0,323182.0,490648,0
B5,North,2026-02-09,340951.0,330011.0,744854.0,755794,0
B33,East,2026-02-10,250462.0,231303.0,233205.0,252364,0
B1,North,2026-02-11,226298.0,262428.0,309084.0,272954,0
B18,West,2026-02-12,109550.0,297412.0,229717.0,41855,1
B32,East,2026-02-13,315702.0,243305.0,,573103,0
B47,South,2026-02-14,362257.0,346822.0,662326.0,677761,0
B49,East,2026-02-15,365143.0,,220169.0,175607,0
B11,East,2026-02-16,236950.0,315107.0,551814.0,473657,0
B21,North,2026-02-17,479559.0,89434.0,576749.0,966874,0
B26,East,2026-02-18,108219.0,106617.0,550882.0,552484,0
B25,South,2026-02-19,216258.0,157569.0,593900.0,652589,0
B22,North,2026-02-20,480182.0,247384.0,302537.0,535335,0
B27,North,2026-02-21,214841.0,399496.0,470151.0,285496,0
B49,West,2026-02-22,301004.0,381876.0,431704.0,350832,0
B13,West,2026-02-23,307336.0,409792.0,317419.0,214963,0
B33,East,2026-02-24,286495.0,121494.0,503931.0,668932,0
B34,West,2026-02-25,,259977.0,791058.0,634299,0
B41,West,2026-02-26,331373.0,117225.0,781933.0,996081,0
B35,West,2026-02-27,387353.0,122867.0,430796.0,695282,0
B1,North,2026-02-28,77877.0,208600.0,741440.0,610717,0
B21,North,2026-03-01,239073.0,295669.0,724154.0,667558,0
B48,North,2026-03-02,409281.0,381116.0,648402.0,676567,0
B6,West,2026-03-03,350228.0,398405.0,552699.0,504522,0
B28,North,2026-03-04,393924.0,130748.0,416096.0,679272,0
B17,West,2026-03-05,197878.0,,,385446,0
B5,North,2026-03-06,269707.0,204404.0,687258.0,752561,0
B31,North,2026-03-07,291249.0,426625.0,545395.0,410019,0
B5,South,2026-03-08,87034.0,169529.0,388392.0,305897,0
B38,East,2026-03-09,221389.0,304395.0,568709.0,485703,0
B3,West,2026-03-10,367612.0,401252.0,672517.0,638877,0
B23,South,2026-03-11,462310.0,198099.0,238712.0,502923,0
B37,North,2026-03-12,238868.0,137382.0,436502.0,537988,0
B37,West,2026-03-13,60589.0,49583.0,396349.0,407355,0
B10,North,2026-03-14,107221.0,90387.0,511776.0,528610,0
B10,East,2026-03-15,305927.0,325248.0,744766.0,725445,0
B19,South,2026-03-16,313801.0,52224.0,222551.0,484128,0
B17,East,2026-03-17,410444.0,362768.0,248068.0,295744,0
B21,South,2026-03-18,167229.0,406464.0,293608.0,54373,1
B14,North,2026-03-19,351675.0,267444.0,759849.0,844080,0
B9,East,2026-03-20,102227.0,380716.0,333964.0,55475,1
B46,East,2026-03-21,315308.0,387613.0,486539.0,414234,0
B1,North,2026-03-22,143078.0,380072.0,743044.0,506050,0
B45,East,2026-03-23,353391.0,306285.0,447652.0,494758,0
B13,West,2026-03-24,285113.0,194422.0,451227.0,541918,0
B4,South,2026-03-25,462817.0,373015.0,528477.0,618279,0
B1,South,2026-03-26,100599.0,176149.0,666961.0,591411,0
B49,South,2026-03-27,296367.0,86015.0,,910107,0
B40,West,2026-03-28,447768.0,211929.0,711984.0,947823,0
B32,South,2026-03-29,452633.0,272268.0,634034.0,814399,0
B34,North,2026-03-30,239651.0,230912.0,730235.0,738974,0
B28,East,2026-03-31,118207.0,362046.0,679456.0,435617,0
B31,West,2026-04-01,384199.0,45577.0,327192.0,665814,0
B8,South,2026-04-02,414410.0,322146.0,529572.0,621836,0
B39,North,2026-04-03,390414.0,90711.0,525499.0,825202,0
B26,East,2026-04-04,161426.0,79451.0,651457.0,733432,0
B34,East,2026-04-05,184794.0,220175.0,,626795,0
B3,West,2026-04-06,382586.0,74831.0,438826.0,746581,0
B50,West,2026-04-07,407776.0,289402.0,681809.0,800183,0
B12,West,2026-04-08,,271376.0,386256.0,335983,0
B1,North,2026-04-09,260307.0,398642.0,372905.0,234570,0
B44,North,2026-04-10,71438.0,431093.0,593781.0,234126,0
B5,West,2026-04-11,108819.0,284942.0,218402.0,42279,1
B30,South,2026-04-12,93856.0,135119.0,373917.0,332654,0
B30,East,2026-04-13,476792.0,368974.0,212834.0,320652,0
B17,East,2026-04-14,354082.0,382776.0,792138.0,763444,0
B48,North,2026-04-15,492244.0,338977.0,237180.0,390447,0
B47,East,2026-04-16,109807.0,283466.0,597099.0,423440,0
B23,South,2026-04-17,362021.0,263936.0,406659.0,504744,0
B15,East,2026-04-18,93461.0,326542.0,568664.0,335583,0
B37,North,2026-04-19,143474.0,101554.0,327135.0,369055,0
B21,North,2026-04-20,483685.0,90755.0,354195.0,747125,0
B14,South,2026-04-21,,193412.0,782769.0,984637,0
B2,South,2026-04-22,332579.0,367138.0,797726.0,763167,0
B11,East,2026-04-23,265189.0,103884.0,722741.0,884046,0
B39,East,2026-04-24,457407.0,386505.0,610789.0,681691,0
B38,North,2026-04-25,396870.0,57482.0,557054.0,896442,0
B34,South,2026-04-26,304730.0,94225.0,256494.0,466999,0
B38,South,2026-04-27,296732.0,229921.0,605504.0,672315,0
B50,South,2026-04-28,470602.0,114854.0,579989.0,935737,0
B34,East,2026-04-29,212793.0,81256.0,254672.0,386209,0
B18,South,2026-04-30,104786.0,280617.0,,610278,0
B30,North,2026-05-01,325848.0,148721.0,269224.0,446351,0
B15,North,2026-05-02,106635.0,121110.0,434745.0,420270,0
B27,East,2026-05-03,445339.0,153606.0,254796.0,546529,0
B34,West,2026-05-04,402854.0,54650.0,637922.0,986126,0
B38,East,2026-05-05,290909.0,217190.0,585921.0,659640,0
B33,West,2026-05-06,295984.0,68930.0,,693221,0
B24,South,2026-05-07,,256779.0,367807.0,486165,0
B15,East,2026-05-08,162752.0,300102.0,763506.0,626156,0
B30,North,2026-05-09,261194.0,402544.0,,553385,0
B42,South,2026-05-10,278584.0,313945.0,715729.0,680368,0
B17,North,2026-05-11,468632.0,91360.0,429766.0,807038,0
B5,South,2026-05-12,182886.0,390052.0,231017.0,23851,1
B29,East,2026-05-13,128537.0,187631.0,554182.0,495088,0
B4,West,2026-05-14,362402.0,334478.0,743803.0,771727,0
B10,South,2026-05-15,197580.0,276545.0,623207.0,544242,0
B17,West,2026-05-16,135166.0,53288.0,600850.0,682728,0
B10,South,2026-05-17,259988.0,193470.0,408106.0,474624,0
B17,North,2026-05-18,425854.0,247302.0,725679.0,904231,0
B20,North,2026-05-19,347843.0,314335.0,504359.0,537867,0
B24,South,2026-05-20,358479.0,320195.0,489258.0,527542,0
B5,West,2026-05-21,358950.0,101715.0,568350.0,825585,0
B34,East,2026-05-22,389997.0,50737.0,769935.0,1109195,0
B6,East,2026-05-23,244840.0,105140.0,675881.0,815581,0
B2,North,2026-05-24,347883.0,196323.0,766967.0,918527,0
B13,East,2026-05-25,84785.0,222047.0,462571.0,325309,0
B43,North,2026-05-26,213052.0,307291.0,790555.0,696316,0
B43,East,2026-05-27,281791.0,90508.0,200799.0,392082,0
B48,South,2026-05-28,397160.0,354368.0,517803.0,560595,0
B11,North,2026-05-29,444825.0,321787.0,687625.0,810663,0
B47,North,2026-05-30,116253.0,341111.0,731313.0,506455,0
B23,South,2026-05-31,141128.0,143535.0,738769.0,736362,0
B16,North,2026-06-01,,342877.0,487555.0,616035,0
B31,East,2026-06-02,211081.0,,608177.0,482306,0
